i
"356 247,373 246,394 245,418 246,440 248,461 250,481 252,496 255,508 257,518 259,524 259,528 260,531 260,532 260,533 260,534 260,532 259,530 259,528 259,527 259,524 258,523 258,522 258,522 258,521 257,520 257,520 257,516 255"
"508 251,498 245,487 239,476 234,467 229,457 223,448 217,437 210,426 199,413 187,402 175,392 163,383 153,376 146,370 140,365 134,362 131,361 129,359 128,358 126,345 124,332 121,317 118,303 115,290 112,279 110,268 108,258 106,250 105,242 104,236 103,231 102,228 101,225 101,221 100,218 100,214 99,209 99,203 100,198 101,192 101,187 102,183 103,181 103,178 104,177 104,176 104,174 105,172 107,168 111,163 118,158 124,154 130,150 135,147 138,144 141,142 142,140 144,139 145,137 146,136 147,135 148,134 148,134 148,133 149,133 149,132 149,132 149,132 150,132 150,132 150,136 151,148 151,165 150,186 150,209 149,233 150,257 151,282 153,304 155,324 157,338 159,348 160,354 161,357 162,359 162,359 162,355 162"
"343 163,325 164,306 165,285 166,265 168,247 169,231 170,217 171,204 173,192 174,181 176,173 177,165 178,160 178,155 179,152 179,149 179,146 179,144 179,141 179,139 179,138 179,137 179,136 179,135 178,135 178,135 180,136 184,138 188,140 192,142 195,143 198,144 199,145 200,145 201,146 201,146 202,146 202,147 203,149 203,155 203,166 203,185 202,207 202,232 203,259 203,284 204,304 205,321 206,334 207,343 208,349 208,353 208,355 208,355 208"
"351 209,341 209,326 211,309 213,293 215,276 216,261 218,248 219,236 220,226 221,216 222,207 222,200 223,193 223,187 223,182 224,177 224,172 224,168 224,166 224,164 224,163 224,162 224,161 224,161 224,161 224,160 224,159 226,160 234,163 242,165 248,168 253,170 257,171 260,171 262,172 263,172 263,172 263,174 263,178 262,188 259,203 255,222 251,244 248,266 247,287 248,307 249,323 250,337 250,348 251,359 251,367 251,373 250,379 249,383 249,386 248,389 247,390 247,391 246,392 246,392 246,393 246,393 246"
"394 246,396 247,400 250,406 253,410 257,414 260,417 263,420 265,422 266,424 268,427 270,433 274,442 280,454 288,463 294,471 300,476 304,480 307,483 309,484 310,485 311,501 307,526 301,560 297,601 297,649 303,694 310,737 320,755 327,771 336,785 343,797 350,805 354,809 356,813 357,814 358,797 350,754 323,620 227,375 42,349 422,349 422,347 421,347 421,346 421,346 421,346 421,345 422,345 422,347 425,352 429,359 433,367 437,372 440,377 442,380 444,382 445,384 446,385 446,386 446,391 437,397 429,405 420,416 411,430 400,444 391,459 383,473 376,487 371,501 367,511 364,519 362,526 360,522 358"
"509 352,479 335,438 305,389 266,341 227,302 191,276 165,256 143,241 126,231 114,215 103,194 87,168 65,139 42,111 18,302 477,302 477,312 474,321 471,330 468,339 465,345 462,351 460,356 458,361 456,365 454,368 453,370 452,371 452,372 451,373 451,373 451,373 450,373 450,374 450,374 449,374 449,375 449,377 448,379 448,382 447,386 447,390 447,394 447,399 446,402 446,406 445,408 445,411 445,411 445,413 444,413 444,414 444,414 444,415 443,415 443,415 443,415 442,416 442,416 442,416 441"
"416 440,416 440,416 440,416 440,416 439,416 439,416 439,416 439,416 439,416 438,416 438,416 438,416 438,416 437,416 437,416 437,417 436,421 433,431 429,445 424,460 420,476 417,492 413,510 409,525 406,540 403,552 400,563 398,573 396,580 394,587 392,591 390,595 388,598 386,599 385,601 384,602 382,603 380,603 380,602 378,601 377,599 375,596 372,591 369,586 363,577 352,567 337,552 316,535 294,517 271,497 251,472 228,447 205,421 187,399 172,378 161,361 152,346 145,342 129,331 99,316 61,296 15,173 25,173 25,196 55,216 83,236 113,251 138,264 158,273 172,280 184,286 192,289 197,291 200,291 201,292 202,292 202,293 202,293 203,294 203,295 203,296 202,298 202,302 199,308 196,313 193,319 190,325 187,329 184,334 182,338 179,342 177,347 174,353 171,358 169,363 166,367 164,371 163,373 162,374 161,376 160,376 160,377 160,378 160,378 160,379 160,379 160,379 160,379 160,375 150"
"703 190,670 202,640 213,614 222,593 231,574 239,559 245,542 254,538 257,535 259,522 262,506 266,490 271,476 276,465 280,457 283,451 286,446 288,443 290,441 291,441 291,440 291,420 276,409 265,394 253,378 241,362 230,345 219,329 209,314 199,298 191,284 183,272 177,262 172,252 168,245 165,238 162,232 160,226 157,221 154,231 152"
"241 149,252 147,261 144,270 142,278 140,286 138,295 137,308 136,325 135,344 135,369 135,393 135,417 135,439 137,458 139,476 141,491 142,518 146,531 147,543 149,554 151,566 153,576 155,586 157,593 158,599 160,605 162,608 163,611 164,611 164,610 164,609 164,607 163,605 163,603 163,597 163,594 162,590 162,586 162,581 162,577 162,572 162,568 161,564 160,561 160,557 159,556 159,554 159,553 159,552 158,552 158,568 145"
"590 129,619 112,652 97,691 84,716 146,716 146,692 163,671 178,654 190,641 200,630 208,622 213,617 216,616 218,615 218,614 219,614 219,613 220,613 220,620 217,632 212,648 206,667 199,687 194,704 191,718 189,705 246,677 264,647 278,619 289,594 298,572 303,551 305,533 306,519 305,507 302,499 299,493 295,486 287,482 276,480 262,481 248,484 237,490 224,498 213,509 201,523 188,540 177,559 169,577 165,595 163,610 163,623 166,634 170,642 174,648 179,654 185,658 192,661 200,663 212,663 227,660 242,655 258,648 272,640 286,631 299,621 309,607 319,589 326,570 333,551 337,534 337,520 336,508 334,499 330,491 326,486 322,481 317,477 311,474 305,472 296,472 285,473 274,477 264,483 253,491 243,501 233,515 224,533 214,554 207,577 202,626 198,650 200,671 203,689 207,702 211,711 214,719 217,724 220,727 222,723 279,714 289,700 299,682 308,667 315,651 318,637 320,625 320,613 318,602 316,593 313,587 310,583 308,579 307,578 306,576 305,576 304,575 304,574 303,573 302,573 302,572 301,570 296,568 289,568 282,570 273,574 264,582 255,594 244,613 231,636 218,664 205,690 194,715 184,719 186,719 186,695 198,671 210,647 221,627 231,610 239,595 247,584 253,577 257,573 259,546 257,499 252,450 247,379 240,307 231,290 228,194 201,184 197,173 192,165 188,159 184,152 180,147 176,141 173,136 169,131 166,126 163,122 161,119 160,116 158,114 158,113 157,111 156,109 155,107 154,105 154,104 153,102 152,101 151,100 150,100 150,100 150,102 150,108 151,117 152,128 154,163 156,183 159,205 162,225 167,243 172,259 177,272 182,284 185,293 188,299 189,306 191,311 193,317 194,323 194,330 195,340 196,350 197,361 198,370 199,378 200,384 200,389 200,392 200,394 200,396 200,397 200,400 200,403 201,407 202,410 204,414 205,416 206,419 207"
"421 208,422 208,422 208,423 208,423 209,424 209,424 209,419 209,408 210,393 210,377 208,362 207,346 204,330 202,314 199,297 196,283 194,270 191,258 189,249 187,240 185,233 183,226 181,217 180,209 178,201 177,194 176,188 174,182 173,178 172,175 171,172 170,170 169,168 168,166 167,163 166,161 165,158 164,155 163,153 162,152 161,149 161,149 160,148 160,147 160,146 160,145 159,144 159,144 159,143 159,141 158,140 158,139 158,139 157,138 157,138 157,137 157,137 157,136 157,136 157,138 158,147 163,162 169,177 174,192 179,207 183,221 187,234 191,248 195,260 199,272 204,282 208,293 212,303 215,312 217,321 219,328 221,334 222,341 223,347 225,355 227,362 230,369 233,376 236,382 238,388 240,393 241,398 243,402 244,406 245,409 246,411 246,414 246,415 246,416 247,417 247,418 247,419 247,421 248,425 249,430 250,437 253,444 255,450 257,456 259,458 260,460 260,462 261,463 261,464 262"
"465 262,465 262,466 262,467 262,467 262,468 262,468 262,469 262,470 261,470 258,471 253,471 249,471 245,471 241,471 239,471 236,470 235,470 233,469 228,469 226,468 223,468 220,467 217,466 214,466 212,466 211,465 210,465 209,465 208,465 208,465 207,465 207,465 206,465 206,464 205,462 204,457 203,449 201,442 198,434 196,427 193,422 191,418 190,416 189,414 188,412 187,411 187,410 187,410 186,407 184,405 181,403 178,401 176,399 173,397 169,396 166,395 164,394 161,394 161,393 159,393 159,392 159,392 159,392 158,390 159"
"382 162,368 170,352 176,331 184,313 190,296 194,279 197,264 200,250 203,239 204,229 206,220 207,213 207,206 208,201 208,197 209,194 209,191 209,189 209,187 208,185 208,182 207,178 207,176 206,173 205,171 205,169 204,168 204,168 204,167 203,167 203,166 203,166 202,165 202,165 202,169 199,180 196,197 193,217 190,235 188,254 186,287 183,300 182,312 181,324 180,334 179,344 177,354 175,362 173,371 169,378 167,384 165,388 163,392 162,394 161,395 160,396 160,397 160,397 159,397 159,398 159,399 159,399 158,400 158,401 158,401 158,402 158,402 158,403 158,403 158,404 157"
"404 157,404 157,404 157,405 157,405 157,405 157,405 157,405 157,406 157,406 157,406 158,407 158,407 158,408 160,408 161,408 164,408 166,406 170,405 172,404 174,403 175,402 176,401 177,400 177,399 178,399 178,399 178,399 178,399 177,399 176,399 175,399 174,399 173,399 173,400 172,400 172,400 172,400 171,400 171,400 171,400 171,400 170,400 170,400 170,400 170,404 170,410 172,418 176,426 180,432 183,438 186,441 188,443 188,445 190,446 190,448 191,449 192,453 194,458 196,464 199,471 202,477 205,481 208,484 209,487 211,489 212,491 212,492 213,493 214,494 214,495 214,496 215,496 215"
"497 216,497 216,492 217,478 219,456 219,431 221,406 222,380 225,357 229,337 232,319 235,301 240,286 244,273 249,263 253,254 256,246 259,237 263,228 267,220 270,211 274,205 276,198 278,193 280,190 281,188 282,186 282,184 284,181 286,178 291,176 295,174 299,172 303,171 306,170 308,170 309,170 310,169 311,169 311,170 311,177 311,189 311,205 315,221 318,241 320,262 322,284 325,306 328,329 329,352 330,375 331,397 332,417 332,435 332,451 332,465 331,478 330,488 330,499 329,509 328,517 328,523 327,527 327,530 327,532 327,533 326,534 326,535 326,535 326,535 326,535 326,535 326"
"703 190,670 202,640 213,614 222,593 231,574 239,559 245,542 254,538 257,535 259,522 262,506 266,490 271,476 276,465 280,457 283,451 286,446 288,443 290,441 291,441 291,440 291,420 276,409 265,394 253,378 241,362 230,345 219,329 209,314 199,298 191,284 183,272 177,262 172,252 168,245 165,238 162,232 160,226 157,221 154,231 152"
"241 149,252 147,261 144,270 142,278 140,286 138,295 137,308 136,325 135,344 135,369 135,393 135,417 135,439 137,458 139,476 141,491 142,518 146,531 147,543 149,554 151,566 153,576 155,586 157,593 158,599 160,605 162,608 163,611 164,611 164,610 164,609 164,607 163,605 163,603 163,597 163,594 162,590 162,586 162,581 162,577 162,572 162,568 161,564 160,561 160,557 159,556 159,554 159,553 159,552 158,552 158,568 145"
"590 129,619 112,652 97,691 84,716 146,716 146,692 163,671 178,654 190,641 200,630 208,622 213,617 216,616 218,615 218,614 219,614 219,613 220,613 220,620 217,632 212,648 206,667 199,687 194,704 191,718 189,705 246,677 264,647 278,619 289,594 298,572 303,551 305,533 306,519 305,507 302,499 299,493 295,486 287,482 276,480 262,481 248,484 237,490 224,498 213,509 201,523 188,540 177,559 169,577 165,595 163,610 163,623 166,634 170,642 174,648 179,654 185,658 192,661 200,663 212,663 227,660 242,655 258,648 272,640 286,631 299,621 309,607 319,589 326,570 333,551 337,534 337,520 336,508 334,499 330,491 326,486 322,481 317,477 311,474 305,472 296,472 285,473 274,477 264,483 253,491 243,501 233,515 224,533 214,554 207,577 202,626 198,650 200,671 203,689 207,702 211,711 214,719 217,724 220,727 222,723 279,714 289,700 299,682 308,667 315,651 318,637 320,625 320,613 318,602 316,593 313,587 310,583 308,579 307,578 306,576 305,576 304,575 304,574 303,573 302,573 302,572 301,570 296,568 289,568 282,570 273,574 264,582 255,594 244,613 231,636 218,664 205,690 194,715 184,719 186,719 186,695 198,671 210,647 221,627 231,610 239,595 247,584 253,577 257,573 259,546 257,499 252,450 247,379 240,307 231,290 228,194 201,184 197,173 192,165 188,159 184,152 180,147 176,141 173,136 169,131 166,126 163,122 161,119 160,116 158,114 158,113 157,111 156,109 155,107 154,105 154,104 153,102 152,101 151,100 150,100 150,100 150,102 150,108 151,117 152,128 154,163 156,183 159,205 162,225 167,243 172,259 177,272 182,284 185,293 188,299 189,306 191,311 193,317 194,323 194,330 195,340 196,350 197,361 198,370 199,378 200,384 200,389 200,392 200,394 200,396 200,397 200,400 200,403 201,407 202,410 204,414 205,416 206,419 207"
"421 208,422 208,422 208,423 208,423 209,424 209,424 209,419 209,408 210,393 210,377 208,362 207,346 204,330 202,314 199,297 196,283 194,270 191,258 189,249 187,240 185,233 183,226 181,217 180,209 178,201 177,194 176,188 174,182 173,178 172,175 171,172 170,170 169,168 168,166 167,163 166,161 165,158 164,155 163,153 162,152 161,149 161,149 160,148 160,147 160,146 160,145 159,144 159,144 159,143 159,141 158,140 158,139 158,139 157,138 157,138 157,137 157,137 157,136 157,136 157,138 158,147 163,162 169,177 174,192 179,207 183,221 187,234 191,248 195,260 199,272 204,282 208,293 212,303 215,312 217,321 219,328 221,334 222,341 223,347 225,355 227,362 230,369 233,376 236,382 238,388 240,393 241,398 243,402 244,406 245,409 246,411 246,414 246,415 246,416 247,417 247,418 247,419 247,421 248,425 249,430 250,437 253,444 255,450 257,456 259,458 260,460 260,462 261,463 261,464 262"
"465 262,465 262,466 262,467 262,467 262,468 262,468 262,469 262,470 261,470 258,471 253,471 249,471 245,471 241,471 239,471 236,470 235,470 233,469 228,469 226,468 223,468 220,467 217,466 214,466 212,466 211,465 210,465 209,465 208,465 208,465 207,465 207,465 206,465 206,464 205,462 204,457 203,449 201,442 198,434 196,427 193,422 191,418 190,416 189,414 188,412 187,411 187,410 187,410 186,407 184,405 181,403 178,401 176,399 173,397 169,396 166,395 164,394 161,394 161,393 159,393 159,392 159,392 159,392 158,390 159"
"382 162,368 170,352 176,331 184,313 190,296 194,279 197,264 200,250 203,239 204,229 206,220 207,213 207,206 208,201 208,197 209,194 209,191 209,189 209,187 208,185 208,182 207,178 207,176 206,173 205,171 205,169 204,168 204,168 204,167 203,167 203,166 203,166 202,165 202,165 202,169 199,180 196,197 193,217 190,235 188,254 186,287 183,300 182,312 181,324 180,334 179,344 177,354 175,362 173,371 169,378 167,384 165,388 163,392 162,394 161,395 160,396 160,397 160,397 159,397 159,398 159,399 159,399 158,400 158,401 158,401 158,402 158,402 158,403 158,403 158,404 157"
"404 157,404 157,404 157,405 157,405 157,405 157,405 157,405 157,406 157,406 157,406 158,407 158,407 158,408 160,408 161,408 164,408 166,406 170,405 172,404 174,403 175,402 176,401 177,400 177,399 178,399 178,399 178,399 178,399 177,399 176,399 175,399 174,399 173,399 173,400 172,400 172,400 172,400 171,400 171,400 171,400 171,400 170,400 170,400 170,400 170,404 170,410 172,418 176,426 180,432 183,438 186,441 188,443 188,445 190,446 190,448 191,449 192,453 194,458 196,464 199,471 202,477 205,481 208,484 209,487 211,489 212,491 212,492 213,493 214,494 214,495 214,496 215,496 215"
"497 216,497 216,492 217,478 219,456 219,431 221,406 222,380 225,357 229,337 232,319 235,301 240,286 244,273 249,263 253,254 256,246 259,237 263,228 267,220 270,211 274,205 276,198 278,193 280,190 281,188 282,186 282,184 284,181 286,178 291,176 295,174 299,172 303,171 306,170 308,170 309,170 310,169 311,169 311,170 311,177 311,189 311,205 315,221 318,241 320,262 322,284 325,306 328,329 329,352 330,375 331,397 332,417 332,435 332,451 332,465 331,478 330,488 330,499 329,509 328,517 328,523 327,527 327,530 327,532 327,533 326,534 326,535 326,535 326,535 326,535 326,535 326"
"347 7,347 7,352 16,358 25,365 35,372 45,381 56,391 69,403 84,416 100,428 115,443 132,459 149,476 166,492 183,504 196,514 205,521 211,518 219,515 227,511 237,508 245,505 252,502 258,500 262,497 266,496 269,494 271,493 273,492 274,491 275,490 276,489 277,488 277,487 278,485 279,485 280,484 280,484 280,483 280,482 281,482 281,482 281,481 281,409 247,381 229,368 220,355 210,341 202,329 193,317 185,308 179,299 173,291 169,285 166,279 162,275 160,270 158,266 156,265 155,263 154,261 153,260 153,260 153,261 153"
"264 153,271 154,278 155,286 156,293 157,302 158,310 159,318 161,327 162,336 164,344 165,354 166,365 168,376 169,389 170,403 173,418 174,431 176,446 178,459 181,472 184,483 187,493 189,503 191,512 193,519 195,524 196,530 197,532 198,535 199,537 199,540 200,541 200,543 200,544 201,545 201,546 201,547 201,548 201,548 201,549 201,550 201,550 201,552 201,553 201,554 202,555 202,557 203,557 203,558 203,559 203,560 203,561 203,561 203,562 204,562 204,563 204,563 204,564 204,564 204,565 202,564 197,562 191,560 186,557 181,554 176,552 173,551 171,551 169,550 168,549 166,547 164,546 163,545 162,543 161,542 160,541 159,539 159,539 158,538 158,538 157,537 157,537 157,547 158"
"561 159,577 159,597 159,619 156,644 154,672 150,703 145,736 139,774 131,782 81,748 88,714 96,682 104,652 112,627 121,606 129,591 136,578 143,568 150,560 156,556 159,552 163,547 168,542 173,535 178,528 183,521 188,512 193,502 198,492 200,479 201,465 200,451 198,437 194,422 188,408 182,393 176,380 169,367 162,354 156,342 150,332 144,323 139,314 134,307 130,294 122,266 105,263 103,260 101,255 99,252 98,249 96,244 95,241 94,236 92,233 92,229 91,226 90,223 89,220 89,216 88,212 88,207 89,203 91,198 94,193 97,187 102,180 109,173 115,165 122,158 128,151 133,145 137,139 141,135 143,131 145,130 146,128 147,128 147,126 147,125 148,125 148,125 148,124 148,124 149,124 149,126 150,130 150,137 150,180 149,206 148,219 148,232 147,244 147,256 146,269 145,284 145,298 145,311 144,321 144,330 144,337 144,342 144,348 144,353 144,356 144,360 144,363 145,366 145,369 145,372 146,374 146,376 146,378 147,379 147,380 147,382 147,383 147,384 147,384 147,385 147,385 147,386 147,387 147,386 147"
"386 147,384 147,380 148,378 148,374 149,371 149,367 149,362 149,357 149,350 150,342 150,335 151,326 151,318 152,309 152,301 152,293 153,286 153,277 153,269 154,259 155,250 155,241 156,233 156,228 156,223 157,217 158,211 159,206 159,201 159,197 159,193 159,189 159,185 159,182 159,179 159,176 159,173 158,170 158,168 158,165 158,164 157,163 157,162 157,161 157,160 157,158 157,157 157,155 157,154 157,152 157,151 157,149 157,147 157,145 157,143 156,141 156,140 155,137 153,136 152,135 152,135 152,138 152,147 154,159 157,173 159,185 161,198 163,210 165,221 167,231 169,240 170,249 172,257 174,266 175,275 177,283 179,291 180,299 182,307 184,316 186,323 187,331 188,336 189,342 189,348 189,351 189,356 189,359 188,364 188,367 188,370 187,372 187,373 187,374 187,376 187,377 187,379 187,382 187,386 187,389 187,392 187,394 187,398 187"
"399 187,401 187,402 187,397 187,387 187,373 187,357 187,342 187,328 187,313 187,299 186,284 186,273 185,261 184,250 182,241 181,231 178,221 176,211 174,202 172,195 170,188 169,183 167,178 166,174 165,171 164,169 163,167 163,165 162,164 162,164 162,163 161,162 161,162 161,161 161,160 160,159 160,159 160,157 159,155 159,154 159,151 158,150 158,148 158,146 157,145 157,144 156,143 156,143 156,142 156,141 156,142 156,149 157,161 159,186 160,198 161,208 162,219 163,227 164,235 165,242 167,250 168,257 169,264 170,271 172,278 173,287 174,293 176,302 178,311 180,319 182,327 185,335 187,341 189,347 191,354 193,359 194,364 196,369 197,373 198,375 199,379 200,381 201,383 201,386 202,388 203,391 204,395 206,399 207,403 209,408 211,413 213,417 215,421 216,424 217,426 218,429 220"
"429 220,430 220,427 220,423 221,416 220,408 219,398 217,386 214,375 211,363 208,350 205,337 201,322 197,305 193,289 188,273 183,258 180,244 176,229 172,216 170,204 167,194 164,186 162,180 160,176 159,173 158,171 157,170 157,168 156,168 156,167 156,166 156,165 156,164 156,164 156,163 156,163 156,162 156,161 156,160 156,160 156,159 156,163 155,177 151,196 147,218 144,240 140,263 137,283 136,301 134,320 133,335 132,347 131,358 131,366 132,373 133,379 133,385 133,389 134,393 134,395 134,398 134,401 134,403 134,405 134,408 134,411 134,412 134,414 134,416 134,416 133,418 133,418 133,419 133,420 133,420 133"
"421 133,419 134,414 135,408 137,401 138,395 139,391 140,388 140,385 140,384 140,383 140,382 141,381 141,381 141,380 141,380 141,379 141,379 141,382 140,388 140,406 143,416 145,424 148,431 150,437 151,442 153,448 155,451 156,455 158,458 159,460 160,462 161,463 162,464 162,465 163,467 164,470 167,474 171,476 176,479 180,481 184,483 186,484 190"
